Date,MaxTemp(degF),MinTemp(degF),Precip(inches),TempSource,PrecipSource
5/22/2001,48,39,0.24,CC2,CC2
5/23/2001,53,36,0.29,CC2,CC2
5/24/2001,62,43,0.09,CC2,CC2
5/25/2001,57,50,0.43,CC2,CC2
5/26/2001,60,47,0.01,CC2,CC2
5/27/2001,65,45,0,CC2,CC2
5/28/2001,76,42,0,CC2,CC2
5/29/2001,71,48,0,CC2,CC2
5/30/2001,73,40,0,CC2,CC2
5/31/2001,69,44,0,CC2,CC2
6/1/2001,61,43,0.22,CC2,CC2
6/2/2001,65,45,0.06,CC2,CC2
6/3/2001,67,41,0,CC2,CC2
6/4/2001,68,42,0,CC2,CC2
6/5/2001,57,49,0.06,CC2,CC2
6/6/2001,61,53,0.02,CC2,CC2
6/7/2001,72,51,0,CC2,CC2
6/8/2001,80,45,0.71,CC2,CC2
6/9/2001,83,59,1.29,CC2,CC2
6/10/2001,82,62,0.03,CC2,CC2
6/11/2001,81,58,0.24,CC2,CC2
6/12/2001,79,55,0,CC2,CC2
6/13/2001,84,64,0.5,CC2,CC2
6/14/2001,80,62,0.52,CC2,CC2
6/15/2001,73,53,0,CC2,CC2
6/16/2001,76,52,0,CC2,CC2
6/17/2001,75,50,0,CC2,CC2
6/18/2001,82,61,0.18,CC2,CC2
6/19/2001,74,52,0,CC2,CC2
6/20/2001,79,49,0,CC2,CC2
6/21/2001,69,50,0.03,CC2,CC2
6/22/2001,76,44,0,CC2,CC2
6/23/2001,81,50,0,CC2,CC2
6/24/2001,82,58,0,CC2,CC2
6/25/2001,95,72,0,CC2,CC2
6/26/2001,87,70,0,CC2,CC2
6/27/2001,92,67,0,CC2,CC2
6/28/2001,89,66,0,CC2,CC2
6/29/2001,87,66,0,CC2,CC2
6/30/2001,87,65,0,CC2,CC2
7/1/2001,69,46,0,CC2,CC2
7/2/2001,64,46,0.03,CC2,CC2
7/3/2001,85,54,0,CC2,CC2
7/4/2001,77,52,0,CC2,CC2
7/5/2001,77,45,0,CC2,CC2
7/6/2001,88,51,0,CC2,CC2
7/7/2001,89,64,0,CC2,CC2
7/8/2001,91,60,0,CC2,CC2
7/9/2001,94,56,0,CC2,CC2
7/10/2001,83,58,0,CC2,CC2
7/11/2001,79,50,0,CC2,CC2
7/12/2001,84,50,0,CC2,CC2
7/13/2001,87,51,0,CC2,CC2
7/14/2001,89,56,0,CC2,CC2
7/15/2001,88,65,0,CC2,CC2
7/16/2001,86,64,0.43,CC2,CC2
7/17/2001,88,65,0.49,CC2,CC2
7/18/2001,91,61,0,CC2,CC2
7/19/2001,88,69,0.03,CC2,CC2
7/20/2001,88,68,0,CC2,CC2
7/21/2001,91,67,0,CC2,CC2
7/22/2001,88,67,0.14,CC2,CC2
7/23/2001,90,64,0.46,CC2,CC2
7/24/2001,74,58,0,CC2,CC2
7/25/2001,79,54,0,CC2,CC2
7/26/2001,76,55,0,CC2,CC2
7/27/2001,77,63,0.58,CC2,CC2
7/28/2001,76,60,0,CC2,CC2
7/29/2001,82,57,0,CC2,CC2
7/30/2001,90,70,0,CC2,CC2
7/31/2001,98,76,0,CC2,CC2
8/1/2001,86,71,1.61,CC2,CC2
8/2/2001,84,62,0,CC2,CC2
8/3/2001,87,60,0,CC2,CC2
8/4/2001,91,67,0,CC2,CC2
8/5/2001,96,74,0,CC2,CC2
8/6/2001,96,69,0,CC2,CC2
8/7/2001,96,63,0.06,CC2,CC2
8/8/2001,93,72,0,CC2,CC2
8/9/2001,79,55,0,CC2,CC2
8/10/2001,74,48,0,CC2,CC2
8/11/2001,79,47,0,CC2,CC2
8/12/2001,81,52,0,CC2,CC2
8/13/2001,77,44,0,CC2,CC2
8/14/2001,78,52,0,CC2,CC2
8/15/2001,73,59,0.57,CC2,CC2
8/16/2001,76,53,0,CC2,CC2
8/17/2001,81,48,0.5,CC2,CC2
8/18/2001,74,58,0.62,CC2,CC2
8/19/2001,78,52,0,CC2,CC2
8/20/2001,80,50,0,CC2,CC2
8/21/2001,81,59,0,CC2,CC2
8/22/2001,84,63,0,CC2,CC2
8/23/2001,83,62,0,CC2,CC2
8/24/2001,81,54,0,CC2,CC2
8/25/2001,83,60,0,CC2,CC2
8/26/2001,80,51,0.15,CC2,CC2
8/27/2001,82,56,0,CC2,CC2
8/28/2001,84,50,0,CC2,CC2
8/29/2001,80,53,0.27,CC2,CC2
8/30/2001,78,58,0,CC2,CC2
8/31/2001,70,46,0,CC2,CC2
9/1/2001,74,44,0,CC2,CC2
9/2/2001,85,60,0,CC2,CC2
9/3/2001,79,50,0,CC2,CC2
9/4/2001,81,44,0,CC2,CC2
9/5/2001,84,59,0,CC2,CC2
9/6/2001,79,64,0,CC2,CC2
9/7/2001,76,62,1.68,CC2,CC2
9/8/2001,63,55,0.02,CC2,CC2
9/9/2001,69,50,0,CC2,CC2
9/10/2001,69,46,0,CC2,CC2
9/11/2001,82,46,0,CC2,CC2
9/12/2001,73,50,0,CC2,CC2
9/13/2001,67,43,0,CC2,CC2
9/14/2001,56,42,0.02,CC2,CC2
9/15/2001,65,49,0,CC2,CC2
9/16/2001,64,56,0,CC2,CC2
9/17/2001,65,53,0,CC2,CC2
9/18/2001,65,56,0,CC2,CC2
9/19/2001,66,49,0.25,CC2,CC2
9/20/2001,68,45,1.3,CC2,CC2
9/21/2001,71,47,0,CC2,CC2
9/22/2001,61,40,0.44,CC2,CC2
9/23/2001,56,38,0,CC2,CC2
9/24/2001,56,30,0,CC2,CC2
9/25/2001,63,27,0,CC2,CC2
9/26/2001,72,34,0,CC2,CC2
9/27/2001,71,36,0,CC2,CC2
9/28/2001,67,33,0,CC2,CC2
9/29/2001,64,43,0,CC2,CC2
9/30/2001,74,43,0,CC2,CC2
10/1/2001,74,45,0,CC2,CC2
10/2/2001,81,38,0,CC2,CC2
10/3/2001,62,43,0,CC2,CC2
10/4/2001,56,33,0,CC2,CC2
10/5/2001,49,29,0,CC2,CC2
10/6/2001,47,22,0,CC2,CC2
10/7/2001,55,21,0.07,CC2,CC2
10/8/2001,62,42,0,CC2,CC2
10/9/2001,62,41,0.04,CC2,CC2
10/10/2001,62,49,0.05,CC2,CC2
10/11/2001,67,38,0,CC2,CC2
10/12/2001,67,43,0,CC2,CC2
10/13/2001,51,35,0.25,CC2,CC2
10/14/2001,54,35,0.05,CC2,CC2
10/15/2001,48,38,0.06,CC2,CC2
10/16/2001,49,25,0,CC2,CC2
10/17/2001,55,23,0,CC2,CC2
10/18/2001,56,32,0.07,CC2,CC2
10/19/2001,63,31,0,CC2,CC2
10/20/2001,65,33,0,CC2,CC2
10/21/2001,60,27,0,CC2,CC2
10/22/2001,63,28,0,CC2,CC2
10/23/2001,66,48,0.04,CC2,CC2
10/24/2001,56,31,0.02,CC2,CC2
10/25/2001,41,32,0,CC2,CC2
10/26/2001,38,33,0,CC2,CC2
10/27/2001,44,25,0,CC2,CC2
10/28/2001,65,37,0,CC2,CC2
10/29/2001,50,38,0,CC2,CC2
10/30/2001,47,39,0.05,CC2,CC2
10/31/2001,59,47,0,CC2,CC2
11/1/2001,66,47,0.01,CC2,CC2
11/2/2001,58,29,0,CC2,CC2
11/3/2001,68,26,0,CC2,CC2
11/4/2001,60,27,0,CC2,CC2
11/5/2001,72,42,0,CC2,CC2
11/6/2001,70,45,0,CC2,CC2
11/7/2001,57,36,0.02,CC2,CC2
11/8/2001,46,25,0,CC2,CC2
11/9/2001,55,30,0,CC2,CC2
11/10/2001,55,30,0,CC2,CC2
11/11/2001,56,24,0,CC2,CC2
11/12/2001,65,34,0.17,CC2,CC2
11/13/2001,60,41,0,CC2,CC2
11/14/2001,62,50,0,CC2,CC2
11/15/2001,64,36,0,CC2,CC2
11/16/2001,65,31,0,CC2,CC2
11/17/2001,69,45,0,CC2,CC2
11/18/2001,61,37,0.06,CC2,CC2
11/19/2001,41,23,0,CC2,CC2
11/20/2001,48,18,0,CC2,CC2
11/21/2001,62,27,0,CC2,CC2
11/22/2001,51,27,0,CC2,CC2
11/23/2001,47,30,0.16,CC2,CC2
11/24/2001,46,42,1.02,CC2,CC2
11/25/2001,42,31,0,CC2,CC2
11/26/2001,31,28,0.64,CC2,CC2
11/27/2001,31,28,0.12,CC2,CC2
11/28/2001,29,26,0.06,CC2,CC2
11/29/2001,31,26,0,CC2,CC2
11/30/2001,33,29,0,CC2,CC2
12/1/2001,30,20,0,CC2,CC2
12/2/2001,47,21,0,CC2,CC2
12/3/2001,44,19,0,CC2,CC2
12/4/2001,41,34,0.01,CC2,CC2
12/5/2001,57,32,0.03,CC2,CC2
12/6/2001,41,19,0,CC2,CC2
12/7/2001,32,16,0,CC2,CC2
12/8/2001,32,13,0,CC2,CC2
12/9/2001,46,17,0,CC2,CC2
12/10/2001,42,22,0,CC2,CC2
12/11/2001,48,20,0,CC2,CC2
12/12/2001,39,27,0,CC2,CC2
12/13/2001,28,21,0,CC2,CC2
12/14/2001,29,20,0,CC2,CC2
12/15/2001,47,27,0,CC2,CC2
12/16/2001,44,31,0,CC2,CC2
12/17/2001,44,28,0,CC2,CC2
12/18/2001,42,25,0,CC2,CC2
12/19/2001,37,19,0,CC2,CC2
12/20/2001,37,8,0,CC2,CC2
12/21/2001,33,13,0,CC2,CC2
12/22/2001,37,22,0.3,CC2,CC2
12/23/2001,25,11,0,CC2,CC2
12/24/2001,18,7,0,CC2,CC2
12/25/2001,17,4,0,CC2,CC2
12/26/2001,21,6,0,CC2,CC2
12/27/2001,22,13,0,CC2,CC2
12/28/2001,15,5,0,CC2,CC2
12/29/2001,13,4,0,CC2,CC2
12/30/2001,16,2,0,CC2,CC2
12/31/2001,14,-4,0,CC2,CC2
1/1/2002,17,0,0,CC2,CC2
1/2/2002,17,-7,0,CC2,CC2
1/3/2002,26,-3,0,CC2,CC2
1/4/2002,31,12,0.02,CC2,CC2
1/5/2002,35,17,0,CC2,CC2
1/6/2002,30,1,0,CC2,CC2
1/7/2002,27,-1,0,CC2,CC2
1/8/2002,48,24,0,CC2,CC2
1/9/2002,48,33,0,CC2,CC2
1/10/2002,37,29,0,CC2,CC2
1/11/2002,43,25,0,CC2,CC2
1/12/2002,39,22,0,CC2,CC2
1/13/2002,33,18,0.04,CC2,CC2
1/14/2002,28,25,0.06,CC2,CC2
1/15/2002,27,19,0,CC2,CC2
1/16/2002,20,1,0,CC2,CC2
1/17/2002,20,0,0,CC2,CC2
1/18/2002,11,-11,0,CC2,CC2
1/19/2002,30,6,0.01,CC2,CC2
1/20/2002,28,14,0,CC2,CC2
1/21/2002,30,8,0,CC2,CC2
1/22/2002,46,15,0,CC2,CC2
1/23/2002,32,16,0,CC2,CC2
1/24/2002,31,4,0,CC2,CC2
1/25/2002,48,26,0,CC2,CC2
1/26/2002,50,25,0,CC2,CC2
1/27/2002,33,25,0,CC2,CC2
1/28/2002,25,13,0,CC2,CC2
1/29/2002,19,10,0,CC2,CC2
1/30/2002,21,5,0,CC2,CC2
1/31/2002,25,13,0.05,CC2,CC2
2/1/2002,28,9,0,CC2,CC2
2/2/2002,29,11,0.01,CC2,CC2
2/3/2002,22,4,0,CC2,CC2
2/4/2002,23,-9,0,CC2,CC2
2/5/2002,32,6,0,CC2,CC2
2/6/2002,46,36,0,CC2,CC2
2/7/2002,44,22,0,CC2,CC2
2/8/2002,50,21,0,CC2,CC2
2/9/2002,37,32,0.06,CC2,CC2
2/10/2002,32,15,0,CC2,CC2
2/11/2002,43,15,0,CC2,CC2
2/12/2002,34,14,0,CC2,CC2
2/13/2002,43,11,0,CC2,CC2
2/14/2002,46,29,0,CC2,CC2
2/15/2002,42,28,0,CC2,CC2
2/16/2002,40,26,0,CC2,CC2
2/17/2002,43,13,0,CC2,CC2
2/18/2002,51,34,0.02,CC2,CC2
2/19/2002,39,33,0.35,CC2,CC2
2/20/2002,33,26,0.13,CC2,CC2
2/21/2002,33,11,0,CC2,CC2
2/22/2002,37,5,0,CC2,CC2
2/23/2002,51,34,0,CC2,CC2
2/24/2002,36,21,0.1,CC2,CC2
2/25/2002,23,12,0,CC2,CC2
2/26/2002,19,9,0,CC2,CC2
2/27/2002,19,-2,0,CC2,CC2
2/28/2002,20,11,0,CC2,CC2
3/1/2002,12,-6,0,CC2,CC2
3/2/2002,18,7,0,CC2,CC2
3/3/2002,15,-8,0,CC2,CC2
3/4/2002,19,-4,0,CC2,CC2
3/5/2002,24,8,0.07,CC2,CC2
3/6/2002,22,16,0.01,CC2,CC2
3/7/2002,23,8,0.26,CC2,CC2
3/8/2002,31,19,0.2,CC2,CC2
3/9/2002,31,11,0.23,CC2,CC2
3/10/2002,20,0,0,CC2,CC2
3/11/2002,31,11,0,CC2,CC2
3/12/2002,40,13,0,CC2,CC2
3/13/2002,43,31,0,CC2,CC2
3/14/2002,34,25,0.57,CC2,CC2
3/15/2002,31,21,0.08,CC2,CC2
3/16/2002,38,1,0,CC2,CC2
3/17/2002,38,25,0.01,CC2,CC2
3/18/2002,42,24,0.03,CC2,CC2
3/19/2002,39,30,0.03,CC2,CC2
3/20/2002,35,16,0.02,CC2,CC2
3/21/2002,22,1,0,CC2,CC2
3/22/2002,22,6,0,CC2,CC2
3/23/2002,33,12,0,CC2,CC2
3/24/2002,28,14,0,CC2,CC2
3/25/2002,28,4,0,CC2,CC2
3/26/2002,36,7,0,CC2,CC2
3/27/2002,49,19,0,CC2,CC2
3/28/2002,48,38,0.04,CC2,CC2
3/29/2002,47,29,0,CC2,CC2
3/30/2002,43,19,0,CC2,CC2
3/31/2002,36,23,0,CC2,CC2
4/1/2002,29,14,0.14,CC2,CC2
4/2/2002,32,27,0.4,CC2,CC2
4/3/2002,31,19,0,CC2,CC2
4/4/2002,33,23,0,CC2,CC2
4/5/2002,38,12,0,CC2,CC2
4/6/2002,45,19,0,CC2,CC2
4/7/2002,59,43,0,CC2,CC2
4/8/2002,58,38,0,CC2,CC2
4/9/2002,51,27,0.09,CC2,CC2
4/10/2002,51,40,1.2,CC2,CC2
4/11/2002,42,38,0.99,CC2,CC2
4/12/2002,62,39,0,CC2,CC2
4/13/2002,68,39,0.05,CC2,CC2
4/14/2002,76,48,0.04,CC2,CC2
4/15/2002,88,49,0,CC2,CC2
4/16/2002,87,68,0.02,CC2,CC2
4/17/2002,82,48,0.07,CC2,CC2
4/18/2002,83,47,0.44,CC2,CC2
4/19/2002,71,36,0,CC2,CC2
4/20/2002,50,31,0,CC2,CC2
4/21/2002,49,30,0.23,CC2,CC2
4/22/2002,41,29,0.04,CC2,CC2
4/23/2002,66,34,0,CC2,CC2
4/24/2002,65,41,0,CC2,CC2
4/25/2002,43,28,0,CC2,CC2
4/26/2002,50,24,0.05,CC2,CC2
4/27/2002,47,32,0.6,CC2,CC2
4/28/2002,41,33,0.15,CC2,CC2
4/29/2002,62,39,0.05,CC2,CC2
4/30/2002,62,29,0,CC2,CC2
5/1/2002,57,30,0,CC2,CC2
5/2/2002,50,28,0,CC2,CC2
5/3/2002,64,24,0,CC2,CC2
5/4/2002,59,33,0,CC2,CC2
5/5/2002,73,28,0.43,CC2,CC2
5/6/2002,54,41,0,CC2,CC2
5/7/2002,49,33,0.15,CC2,CC2
5/8/2002,46,40,0.6,CC2,CC2
5/9/2002,48,38,0,CC2,CC2
5/10/2002,63,34,0,CC2,CC2
5/11/2002,53,38,0.1,CC2,CC2
5/12/2002,51,40,0,CC2,CC2
5/13/2002,64,34,0.05,CC2,CC2
5/14/2002,64,43,0,CC2,CC2
5/15/2002,76,49,0,CC2,CC2
5/16/2002,59,45,0,CC2,CC2
5/17/2002,57,32,0,CC2,CC2
5/18/2002,57,32,0,CC2,CC2
5/19/2002,58,30,0,CC2,CC2
5/20/2002,63,27,0,CC2,CC2
5/21/2002,69,32,0,CC2,CC2
5/22/2002,75,49,0,CC2,CC2
5/23/2002,66,47,0,CC2,CC2
5/24/2002,58,40,0,CC2,CC2
5/25/2002,64,45,0.01,CC2,CC2
5/26/2002,68,43,0.42,CC2,CC2
5/27/2002,80,45,0,CC2,CC2
5/28/2002,76,53,0.03,CC2,CC2
5/29/2002,86,50,0,CC2,CC2
5/30/2002,90,56,0,CC2,CC2
5/31/2002,86,57,0,CC2,CC2
6/1/2002,83,57,0,CC2,CC2
6/2/2002,69,46,0.2,CC2,CC2
6/3/2002,55,46,0,CC2,CC2
6/4/2002,56,43,0.1,CC2,CC2
6/5/2002,76,40,0,CC2,CC2
6/6/2002,78,50,0.3,CC2,CC2
6/7/2002,79,59,0.1,CC2,CC2
6/8/2002,75,57,0,CC2,CC2
6/9/2002,85,65,0,CC2,CC2
6/10/2002,83,65,0.55,CC2,CC2
6/11/2002,76,61,0,CC2,CC2
6/12/2002,72,55,0.05,CC2,CC2
6/13/2002,70,52,0.04,CC2,CC2
6/14/2002,78,51,0,CC2,CC2
6/15/2002,74,49,0.03,CC2,CC2
6/16/2002,77,46,0.03,CC2,CC2
6/17/2002,78,57,0,CC2,CC2
6/18/2002,81,57,0,CC2,CC2
6/19/2002,79,67,1.04,CC2,CC2
6/20/2002,79,60,0.04,CC2,CC2
6/21/2002,68,60,1.3,CC2,CC2
6/22/2002,89,65,0,CC2,CC2
6/23/2002,83,67,0.5,CC2,CC2
6/24/2002,76,63,0.46,CC2,CC2
6/25/2002,88,66,0.28,CC2,CC2
6/26/2002,82,63,0,CC2,CC2
6/27/2002,85,60,0,CC2,CC2
6/28/2002,86,62,0,CC2,CC2
6/29/2002,91,69,0,CC2,CC2
6/30/2002,96,77,0,CC2,CC2
7/1/2002,92,73,0,CC2,CC2
7/2/2002,86,73,0,CC2,CC2
7/3/2002,87,60,0.09,CC2,CC2
7/4/2002,84,53,0,CC2,CC2
7/5/2002,82,62,0,CC2,CC2
7/6/2002,94,70,0.82,CC2,CC2
7/7/2002,87,68,0.63,CC2,CC2
7/8/2002,84,68,0.04,CC2,CC2
7/9/2002,88,63,0,CC2,CC2
7/10/2002,72,58,2.56,CC2,CC2
7/11/2002,78,57,0,CC2,CC2
7/12/2002,80,51,0.07,CC2,CC2
7/13/2002,82,54,0,CC2,CC2
7/14/2002,85,56,0,CC2,CC2
7/15/2002,84,61,0,CC2,CC2
7/16/2002,90,64,0,CC2,CC2
7/17/2002,92,67,0,CC2,CC2
7/18/2002,79,68,0,CC2,CC2
7/19/2002,78,61,0,CC2,CC2
7/20/2002,85,66,0.14,CC2,CC2
7/21/2002,90,70,0.9,CC2,CC2
7/22/2002,76,59,0,CC2,CC2
7/23/2002,74,48,0,CC2,CC2
7/24/2002,72,56,0.15,CC2,CC2
7/25/2002,81,61,0.75,CC2,CC2
7/26/2002,88,62,0,CC2,CC2
7/27/2002,82,63,0.7,CC2,CC2
7/28/2002,88,66,0.35,CC2,CC2
7/29/2002,83,63,0,CC2,CC2
7/30/2002,91,64,0,CC2,CC2
7/31/2002,90,70,0.1,CC2,CC2
8/1/2002,80,59,0,CC2,CC2
8/2/2002,77,52,0,CC2,CC2
8/3/2002,68,55,0.88,CC2,CC2
8/4/2002,77,64,0.05,CC2,CC2
8/5/2002,79,60,0,CC2,CC2
8/6/2002,72,56,0,CC2,CC2
8/7/2002,78,59,0,CC2,CC2
8/8/2002,82,62,0,CC2,CC2
8/9/2002,84,63,0.02,CC2,CC2
8/10/2002,78,66,0.07,CC2,CC2
8/11/2002,89,61,0,CC2,CC2
8/12/2002,75,60,0.19,CC2,CC2
8/13/2002,76,54,0.4,CC2,CC2
8/14/2002,82,53,1.46,CC2,CC2
8/15/2002,76,61,0,CC2,CC2
8/16/2002,79,53,0,CC2,CC2
8/17/2002,70,50,0,CC2,CC2
8/18/2002,72,44,0,CC2,CC2
8/19/2002,76,47,0,CC2,CC2
8/20/2002,77,49,0.4,CC2,CC2
8/21/2002,79,63,1.46,CC2,CC2
8/22/2002,76,61,0,CC2,CC2
8/23/2002,77,59,0,CC2,CC2
8/24/2002,83,57,0,CC2,CC2
8/25/2002,83,55,0,CC2,CC2
8/26/2002,82,54,0,CC2,CC2
8/27/2002,81,59,0,CC2,CC2
8/28/2002,82,60,0.05,CC2,CC2
8/29/2002,78,64,0,CC2,CC2
8/30/2002,79,62,0,CC2,CC2
8/31/2002,83,65,0,CC2,CC2
9/1/2002,86,64,1.3,CC2,CC2
9/2/2002,81,58,0,CC2,CC2
9/3/2002,80,51,0,CC2,CC2
9/4/2002,84,51,0,CC2,CC2
9/5/2002,81,62,0.05,CC2,CC2
9/6/2002,84,63,1.2,CC2,CC2
9/7/2002,91,69,0,CC2,CC2
9/8/2002,90,67,0,CC2,CC2
9/9/2002,86,71,0,CC2,CC2
9/10/2002,74,54,1.19,CC2,CC2
9/11/2002,77,48,0,CC2,CC2
9/12/2002,80,52,0,CC2,CC2
9/13/2002,68,57,0,CC2,CC2
9/14/2002,69,49,0.42,CC2,CC2
9/15/2002,69,39,0,CC2,CC2
9/16/2002,81,50,0,CC2,CC2
9/17/2002,79,51,0,CC2,CC2
9/18/2002,76,61,0,CC2,CC2
9/19/2002,72,55,0,CC2,CC2
9/20/2002,72,52,0.04,CC2,CC2
9/21/2002,63,45,0,CC2,CC2
9/22/2002,58,36,0,CC2,CC2
9/23/2002,56,34,0.08,CC2,CC2
9/24/2002,61,30,0.01,CC2,CC2
9/25/2002,53,42,0.72,CC2,CC2
9/26/2002,57,35,0.14,CC2,CC2
9/27/2002,67,30,0,CC2,CC2
9/28/2002,54,41,0.15,CC2,CC2
9/29/2002,59,48,0,CC2,CC2
9/30/2002,82,52,0.01,CC2,CC2
10/1/2002,73,48,0.07,CC2,CC2
10/2/2002,48,36,0,CC2,CC2
10/3/2002,52,34,0.05,CC2,CC2
10/4/2002,51,40,2.05,CC2,CC2
10/5/2002,56,36,0.27,CC2,CC2
10/6/2002,45,33,0.14,CC2,CC2
10/7/2002,44,28,0,CC2,CC2
10/8/2002,62,34,0.07,CC2,CC2
10/9/2002,56,29,0.19,CC2,CC2
10/10/2002,62,43,0.18,CC2,CC2
10/11/2002,75,51,0,CC2,CC2
10/12/2002,65,33,0.3,CC2,CC2
10/13/2002,52,28,0,CC2,CC2
10/14/2002,63,29,0,CC2,CC2
10/15/2002,46,23,0,CC2,CC2
10/16/2002,42,18,0,CC2,CC2
10/17/2002,37,23,0.04,CC2,CC2
10/18/2002,43,33,0.16,CC2,CC2
10/19/2002,40,27,0,CC2,CC2
10/20/2002,32,27,0.03,CC2,CC2
10/21/2002,35,30,0.26,CC2,CC2
10/22/2002,36,28,0,CC2,CC2
10/23/2002,35,22,0,CC2,CC2
10/24/2002,42,19,0,CC2,CC2
10/25/2002,40,35,0.02,CC2,CC2
10/26/2002,39,29,0,CC2,CC2
10/27/2002,40,23,0,CC2,CC2
10/28/2002,41,32,0,CC2,CC2
10/29/2002,48,37,0,CC2,CC2
10/30/2002,38,27,0.03,CC2,CC2
10/31/2002,35,22,0,CC2,CC2
11/1/2002,36,18,0,CC2,CC2
11/2/2002,45,23,0,CC2,CC2
11/3/2002,45,23,0,CC2,CC2
11/4/2002,35,23,0,CC2,CC2
11/5/2002,35,25,0,CC2,CC2
11/6/2002,42,23,0,CC2,CC2
11/7/2002,63,24,0,CC2,CC2
11/8/2002,51,31,0,CC2,CC2
11/9/2002,52,32,0.13,CC2,CC2
11/10/2002,43,31,0,CC2,CC2
11/11/2002,39,26,0,CC2,CC2
11/12/2002,43,22,0,CC2,CC2
11/13/2002,37,16,0,CC2,CC2
11/14/2002,32,15,0,CC2,CC2
11/15/2002,27,14,0,CC2,CC2
11/16/2002,33,17,0,CC2,CC2
11/17/2002,36,20,0,CC2,CC2
11/18/2002,44,26,0,CC2,CC2
11/19/2002,48,25,0,CC2,CC2
11/20/2002,45,23,0,CC2,CC2
11/21/2002,39,26,0.07,CC2,CC2
11/22/2002,34,24,0,CC2,CC2
11/23/2002,41,28,0,CC2,CC2
11/24/2002,28,19,0,CC2,CC2
11/25/2002,23,10,0,CC2,CC2
11/26/2002,29,11,0,CC2,CC2
11/27/2002,28,14,0,CC2,CC2
11/28/2002,44,15,0,CC2,CC2
11/29/2002,46,24,0,CC2,CC2
11/30/2002,24,11,0,CC2,CC2
12/1/2002,35,15,0,CC2,CC2
12/2/2002,25,5,0,CC2,CC2
12/3/2002,22,-1,0,CC2,CC2
12/4/2002,19,7,0,CC2,CC2
12/5/2002,23,2,0,CC2,CC2
12/6/2002,33,4,0,CC2,CC2
12/7/2002,34,19,0,CC2,CC2
12/8/2002,21,3,0,CC2,CC2
12/9/2002,38,7,0,CC2,CC2
12/10/2002,42,22,0,CC2,CC2
12/11/2002,37,26,0,CC2,CC2
12/12/2002,37,27,0,CC2,CC2
12/13/2002,40,16,0,CC2,CC2
12/14/2002,47,25,0,CC2,CC2
12/15/2002,43,25,0,CC2,CC2
12/16/2002,32,19,0,CC2,CC2
12/17/2002,37,24,0.12,CC2,CC2
12/18/2002,42,32,0.1,CC2,CC2
12/19/2002,40,30,0.01,CC2,CC2
12/20/2002,30,25,0,CC2,CC2
12/21/2002,27,19,0,CC2,CC2
12/22/2002,26,18,0,CC2,CC2
12/23/2002,24,12,0,CC2,CC2
12/24/2002,22,12,0,CC2,CC2
12/25/2002,23,9,0,CC2,CC2
12/26/2002,33,15,0,CC2,CC2
12/27/2002,33,19,0,CC2,CC2
12/28/2002,39,25,0,CC2,CC2
12/29/2002,39,21,0,CC2,CC2
12/30/2002,38,27,0,CC2,CC2
12/31/2002,27,10,0,CC2,CC2
1/1/2003,23,15,0,CC2,CC2
1/2/2003,29,12,0,CC2,CC2
1/3/2003,28,6,0,CC2,CC2
1/4/2003,32,20,0.03,CC2,CC2
1/5/2003,32,27,0,CC2,CC2
1/6/2003,27,21,0,CC2,CC2
1/7/2003,54,27,0,CC2,CC2
1/8/2003,55,27,0,CC2,CC2
1/9/2003,37,17,0,CC2,CC2
1/10/2003,18,1,0,CC2,CC2
1/11/2003,14,-2,0,CC2,CC2
1/12/2003,30,-2,0,CC2,CC2
1/13/2003,9,-3,0,CC2,CC2
1/14/2003,12,-4,0,CC2,CC2
1/15/2003,19,-5,0,CC2,CC2
1/16/2003,23,7,0,CC2,CC2
1/17/2003,21,-5,0,CC2,CC2
1/18/2003,23,1,0,CC2,CC2
1/19/2003,21,-1,0,CC2,CC2
1/20/2003,12,1,0,CC2,CC2
1/21/2003,10,-10,0,CC2,CC2
1/22/2003,3,-9,0,CC2,CC2
1/23/2003,5,-16,0,CC2,CC2
1/24/2003,12,-1,0,CC2,CC2
1/25/2003,14,0,0,CC2,CC2
1/26/2003,5,-11,0,CC2,CC2
1/27/2003,23,-9,0,CC2,CC2
1/28/2003,27,9,0,CC2,CC2
1/29/2003,16,-8,0,CC2,CC2
1/30/2003,28,8,0,CC2,CC2
1/31/2003,32,26,0.04,CC2,CC2
2/1/2003,34,28,0,CC2,CC2
2/2/2003,34,30,0.35,CC2,CC2
2/3/2003,32,14,0.15,CC2,CC2
2/4/2003,14,-3,0,CC2,CC2
2/5/2003,14,-11,0,CC2,CC2
2/6/2003,9,-8,0,CC2,CC2
2/7/2003,21,-22,0,CC2,CC2
2/8/2003,23,-6,0,CC2,CC2
2/9/2003,21,-15,0,CC2,CC2
2/10/2003,14,-13,0,CC2,CC2
2/11/2003,18,-11,0,CC2,CC2
2/12/2003,10,-13,0,CC2,CC2
2/13/2003,25,1,0,CC2,CC2
2/14/2003,21,-2,0,CC2,CC2
2/15/2003,18,-2,0,CC2,CC2
2/16/2003,25,-12,0,CC2,CC2
2/17/2003,32,9,0,CC2,CC2
2/18/2003,32,14,0,CC2,CC2
2/19/2003,37,10,0,CC2,CC2
2/20/2003,45,26,0,CC2,CC2
2/21/2003,32,18,0,CC2,CC2
2/22/2003,21,7,0,CC2,CC2
2/23/2003,10,0,0,CC2,CC2
2/24/2003,5,-10,0,CC2,CC2
2/25/2003,19,-15,0,CC2,CC2
